"no","number","id","context","sentence","intentionality","factivity","pictoriality","intentionality_z","factivity_z","pictoriality_z","sense","posterior_max"
261,287,"JSU","S_classroom","  Squirrels, erm so we can't see any of those things but we can imagine them, can't we? You can imagine the squirrels running up and down",6,4,6,0.560379479742608,0.232145437849754,1.63977447638494,2,0.999999994933475
262,288,"HA0","W_fict_prose","  first time away from the States. I'm real excited, as you can imagine, and greatly looking forward to the adventure.' This was said with a",5.5,6.5,2,0.251369249281986,1.75549478617334,-0.60311765511875,2,0.999998467407144
263,289,"K3X","W_newsp_other_social","  , premiered last night, is beginning a national tour. It seems difficult to imagine it translating even across the Mersey. # England boss keeps his cool despite national",6,2,1.5,0.560379479742608,-0.986534040809118,-0.883479171556711,2,0.999999963746286
264,290,"A1E","W_newsp_brdsht_nat_commerce","  to our desks in search of pen and paper, nor is it easy to imagine squeezing into packed village halls to listen to speeches demanding a rewrite of the rules",6,3,6,0.560379479742608,-0.377194301479682,1.63977447638494,2,0.999999993727197
265,291,"HA4","W_fict_prose","  and lots of wine,' said Penelope impetuously.' Yes, but just imagine the practical difficulties. And of course the outward trappings......' He paused.",5.5,6,2.5,0.251369249281986,1.45082491650862,-0.322756138680788,2,0.999997640585023
266,292,"HTN","W_fict_prose","  . People are so trusting and hopeful, they only have to see you to imagine they're cured. Cured? It'll last till tomorrow. Then they'll",5.5,1,2,0.251369249281986,-1.59587378013855,-0.60311765511875,2,0.999993957325029
267,293,"AD1","W_fict_prose","  'll get you a drink, though for the life of me I can't imagine why you are cold. Enough bedding for a great frost.' As Alida",6,6,1.5,0.560379479742608,1.45082491650862,-0.883479171556711,2,0.999999981445766
268,294,"HDL","S_interview_oral_history","  one a Six B run, a Two and a Four. (laugh) You can imagine that some drivers er went the wrong way, and (unclear) it was just that",5.5,5,5,0.251369249281986,0.841485177179189,1.07905144350902,2,0.999998378820939
269,295,"EB3","W_pop_lore","  law. And there is the leg-bye law, which is utterly cuckoo. Just imagine going into a court of law to argue a case depending on its provisions.",6,1.5,5,0.560379479742608,-1.29120391047384,1.07905144350902,2,0.999999973226231
270,296,"ANL","W_fict_prose","  , which allowed me to take a degree at London University. As you can imagine, I have paid them back a hundredfold.'' And when did you",5.5,6.5,1.5,0.251369249281986,1.75549478617334,-0.883479171556711,2,0.999998923254384
272,298,"ADM","W_non_ac_soc_science","  contained the largest collection of secondhand books about Ireland in the world (I should imagine), going back to the days of Swift and beyond. Framed colour photographs",2,5.5,5,-1.91170236394237,1.14615504684391,1.07905144350902,1,1
273,299,"CHG","W_fict_prose","  on every two hours until the pain has gone completely.' I don't imagine that he felt any easier immediately I applied the hot blankets, but suggestion is",4.5,2,2,-0.36665121163926,-0.986534040809118,-0.60311765511875,1,0.763794477443898
274,300,"KRH","S_brdcast_discussn","  to the very early days, and these are difficult I think for us to imagine because we're so used today to sound films, of all the effects in",6.5,6.5,4.5,0.869389710203231,1.75549478617334,0.798689927071058,2,0.999999999453759
275,301,"CA3","W_fict_prose","  know. You always seem so -- I don't know -- I can't imagine you nervous, about real things. You seem so...'' What?",6,2,3,0.560379479742608,-0.986534040809118,-0.0423946222428265,2,0.999999932402497
277,303,"AM0","W_advert","  seeing traditional Greece and still having a great holiday with all the nightlife you can imagine. Also, as with most undiscovered places, it won't put too big",5.5,2.5,5,0.251369249281986,-0.6818641711444,1.07905144350902,2,0.999996559557174
278,304,"G1Y","W_religion","  . From the knowledge I have acquired so far of Johnson, I can not imagine him forbearing to make comment, nor can I imagine Boswell not seeking advice and",6,2,2.5,0.560379479742608,-0.986534040809118,-0.322756138680788,2,0.999999937541847
279,305,"K95","W_fict_prose","  of one of the chairs. Of course, terrible though it might be to imagine, Mistress Philippa had the cool nerve and composure to be a murderess, and",6,5,3.5,0.560379479742608,0.841485177179189,0.237966894195135,2,0.999999961440574
280,306,"HGS","W_fict_prose","  Telling my boatman to wait, I followed Frankenstein at a distance. Can you imagine what my excitement was? I assume you can not, for already the feelings",6,6.5,1.5,0.560379479742608,1.75549478617334,-0.883479171556711,2,0.999999984093222
281,307,"HGV","W_fict_prose","  interested voice.' Yes, I see. Rather like seizure, I should imagine. Faintness and palpitations?'' Some-something of the sort,' Theda said",2,5.5,1.5,-1.91170236394237,1.14615504684391,-0.883479171556711,1,1
282,308,"A7D","W_pop_lore","  decaying steadily for years: their owners had no use for them and could not imagine that anyone else would. Two things have changed this situation. First, planning",6,3,1.5,0.560379479742608,-0.377194301479682,-0.883479171556711,2,0.999999966326521
283,309,"H9D","W_fict_prose","  ' A home! A home!' Viola nearly shrieked.' Can you imagine ME in a HOME?' Greg blenched before the tempest he had stupidly unleashed",5.5,2,4.5,0.251369249281986,-0.986534040809118,0.798689927071058,2,0.999994419887379
284,310,"G0X","W_fict_prose","  and she denounced herself for a masochist. Do I, she asked herself, imagine that because I have lost a man I am in the same category as spotty",2,2,2.5,-1.91170236394237,-0.986534040809118,-0.322756138680788,1,1
285,311,"KAF","W_misc","  Camping Gear on the train with us instead of hiring a lorry. Can you imagine the pandemonium we caused? It was alright at Euston Station on the way up",6,5.5,4.5,0.560379479742608,1.14615504684391,0.798689927071058,2,0.999999980561056
286,312,"DCJ","S_speech_unscripted","  . Danish war (pause) the wars in Denmark and Austria and Prussia (pause) one might imagine a rather short- lived er (pause) war. (SP:DCJPSUNK) How long did it take (unclear)",5.5,4.5,2,0.251369249281986,0.536815307514471,-0.60311765511875,2,0.999996859764344
287,313,"HGT","W_fict_prose","  do want to go home,' she repeated.' Yes, I should imagine you do,' he said evenly, eyeing her with ill-concealed boredom.'",2,5.5,1.5,-1.91170236394237,1.14615504684391,-0.883479171556711,1,1
288,314,"C8T","W_fict_prose","  would suggest a degree of personal experience. I think I said I couldn't imagine ever finding her physically attractive. A PA who is personable and highly efficient but",6,1.5,3,0.560379479742608,-1.29120391047384,-0.0423946222428265,2,0.999999930594548
289,315,"KC0","S_conv","  driving? (SP:PS092) No. No. (SP:PS08Y) They'll be exercised in other ways I imagine will they? (SP:PS092) Exercised, yeah, they're exercised, normal exercise during",2,5.5,2,-1.91170236394237,1.14615504684391,-0.60311765511875,1,1
290,316,"KPH","S_conv","  really nice though, Baileys, Tequila (SP:PS55U) I can imagine, I can just imagine it. (SP:PS55T) Grenadine. (pause) (SP:PS55U) Grenadine. (SP:PS55T) Well you just mix it",6,5.5,3.5,0.560379479742608,1.14615504684391,0.237966894195135,2,0.999999966475512
291,317,"G3G","W_fict_prose","  they took the job too seriously. So I got away.' I could imagine -- and I knew the guards wouldn't quickly forget her. Mala is not",5.5,6,2,0.251369249281986,1.45082491650862,-0.60311765511875,2,0.9999981229476
292,318,"K78","S_lect_polit_law_edu","  very briefly that history to get an understanding of contemporary federalism. If you can imagine at the convention the bias was very much towards preserving states' independence. If",5.5,6,2,0.251369249281986,1.45082491650862,-0.60311765511875,2,0.9999981229476
293,319,"A68","W_biography","  where Hoskyns might lead the Churches. Those who encouraged new translations did not yet imagine what would happen. The bishops expected the hallowed Authorized Version to maintain its mastery",5.5,6.5,2,0.251369249281986,1.75549478617334,-0.60311765511875,2,0.999998467407144
294,320,"C9H","W_pop_lore","  It just depends on what kind of player you are. It's hard to imagine a guitar further from the honourable but over-copied Martin tradition, both in feel and",6.5,2.5,3,0.869389710203231,-0.6818641711444,-0.0423946222428265,2,0.999999997875178
295,321,"AS7","W_fict_prose","  , intimately. Writing about fishing, as I do, brings problems. People imagine that just because you write about fishing, you are also an expert angler.",3,4.5,1.5,-1.29368190302113,0.536815307514471,-0.883479171556711,1,0.99999999999966
296,323,"APJ","W_misc","  hospital. It is a large, modern building and it would be easy to imagine oneself in a hospital except for the noise, cheerful bustle and attractive classrooms.",6,1.5,5.5,0.560379479742608,-1.29120391047384,1.35941295994698,2,0.99999998470109
297,324,"CJJ","W_fict_prose","  Lexandro who lived such an unimaginable, foreign life. As the boy strove to imagine that life, so his countenance rippled, the tattooed spider twitching and convulsing.",6.5,3,3,0.869389710203231,-0.377194301479682,-0.0423946222428265,2,0.999999997902854
298,325,"K54","W_newsp_other_social","  ' said Mrs Lawson. Mrs Harding said of her forthcoming retirement:' I imagine I will keep up some of the work and stay in touch with a lot",2.5,3,2,-1.60269213348175,-0.377194301479682,-0.60311765511875,1,1
299,326,"FEH","W_misc","  same? # Naming angles (deleted:figure) To help us see how to name an angle imagine the shaded angle to be taken out of the diagram. You will see what",6,2,5.5,0.560379479742608,-0.986534040809118,1.35941295994698,2,0.999999985416216
300,328,"CG2","W_pop_lore","  to visit. The boys in the group, around 15 years old I would imagine, spent the evening defoliating the live trees circling the campsite and building a monstrous",2,5,2.5,-1.91170236394237,0.841485177179189,-0.322756138680788,1,1
301,329,"B7H","W_non_ac_nat_science","  .' A bigger slur on the memory of Sir Humphrey Davy is difficult to imagine. When the Davy Lamp is taken into air that contains more than 5 per",6,1.5,1.5,0.560379479742608,-1.29120391047384,-0.883479171556711,2,0.999999963253241
302,330,"BMR","W_fict_prose","  . What did she want? I never asked her, but I don't imagine oral penetration figured as high on her list of priorities as it did on mine",2,2,5,-1.91170236394237,-0.986534040809118,1.07905144350902,1,1
303,332,"FAT","W_fict_prose","  have made every effort to see to her comfort in the cottage but I could imagine the thunderous impact that Prfleur would have on her. It would have been an",5.5,3,2,0.251369249281986,-0.377194301479682,-0.60311765511875,2,0.999995434863898
304,333,"CFJ","W_fict_prose","  ' They live with humans!'' Do they?' Anabelle could not imagine such a thing. She had heard of humans, of course, and had",6,4.5,4.5,0.560379479742608,0.536815307514471,0.798689927071058,2,0.999999974243065
305,334,"BMW","W_fict_prose","  both Martin and Paula Varna -- not peanut policies either of them as you can imagine. She had been a top model -- her legs alone were insured for a",5.5,5.5,1.5,0.251369249281986,1.14615504684391,-0.883479171556711,2,0.999998423462446
307,336,"HGK","W_fict_prose","  amount of embarrassment.' Yes,' she snapped.' I can well imagine that somebody like you would strike a woman. If I were a man you",5.5,3.5,5.5,0.251369249281986,-0.0725244318149641,1.35941295994698,2,0.999998415905183
308,337,"ACN","W_pop_lore","  the number one rock star and teen idol in the Soviet Union something impossible to imagine several years ago. Tsoy is half-Korean and from the underbelly of Leningrad's punk",6.5,6,2,0.869389710203231,1.45082491650862,-0.60311765511875,2,0.999999998745191
309,338,"BMS","W_fict_prose","  me,' Do it! Do it! Do it!' You can imagine, it sounds like a million owls in that cave. Then it happens.",5.5,5.5,5,0.251369249281986,1.14615504684391,1.07905144350902,2,0.99999866910788
310,339,"AB9","W_fict_prose","  ? We were acting in good faith, of course, and I can't imagine that anyone is going to be difficult now she is gone. Just thought I",6,2,1,0.560379479742608,-0.986534040809118,-1.16384068799467,2,0.999999977225053
311,340,"A2C","W_newsp_brdsht_nat_social","  say that these children whom no one has ever laid a finger on can not imagine the pain they inflict on others.' The other point is that once you",6,5.5,2,0.560379479742608,1.14615504684391,-0.60311765511875,2,0.999999971059077
312,341,"B2U","W_misc","  If you buy the same make of jeans as your favourite film-star, you can imagine that you, too, are rich, talented and good-looking. # Designer labels",6,1.5,5,0.560379479742608,-1.29120391047384,1.07905144350902,2,0.999999973226231
313,342,"AD1","W_fict_prose","  wanting to laugh or cry,' I am so glad, you can not imagine!'' And I am glad to be here,' Florence Ames said",5.5,6,2.5,0.251369249281986,1.45082491650862,-0.322756138680788,2,0.999997640585023
314,343,"B74","W_non_ac_nat_science","  In climbing down from Mount Olympus and passing over these concentric circles, you can imagine you are tracing the path of magma rising at the mid ocean ridges, eventually",5.5,3,5.5,0.251369249281986,-0.377194301479682,1.35941295994698,2,0.999998179351017
315,344,"HGN","W_fict_prose","  a sheltered life she leads, in her self-built lavender ghetto. She shudders. Imagine the mortification -- if the faceless whisperer camped in her brain turned out to be",6.5,2.5,1.5,0.869389710203231,-0.6818641711444,-0.883479171556711,2,0.99999999863693
316,345,"FNW","W_fict_prose","  n't know. But with everything heading for the centre of the hole, I imagine there's going to be an almighty crash when we get there. You'd",2,3,4.5,-1.91170236394237,-0.377194301479682,0.798689927071058,1,1
317,346,"A0C","W_misc","  calendar. Nor is the lobster smeared with a mustard sauce, as most chefs imagine. A little strong mustard is spread on the emptied shell of a grilled lobster",5.5,1,5,0.251369249281986,-1.59587378013855,1.07905144350902,2,0.999995519167903
318,347,"HAC","W_pop_lore","  that will certainly save time, effort, and head scratching. # Intelligent fills Imagine the scenario -- you are creating a set of figures ordered by month. You",6.5,1.5,2,0.869389710203231,-1.29120391047384,-0.60311765511875,2,0.99999999826926
319,348,"HR5","W_fict_poetry","  skies. # # 2 # From the far end of the pier # I imagine the sun-gleam # On a thousand deux-chevaux. # Over there they explore # Balbec and",6,2.5,6,0.560379479742608,-0.6818641711444,1.63977447638494,2,0.99999999318177
320,350,"AR3","W_fict_prose","  most costly. I thus set about preparing for the days ahead as, I imagine, a general might prepare for a battle: I devised with utmost care a",3.5,2.5,4.5,-0.984671672560506,-0.6818641711444,0.798689927071058,1,0.999999998879698
321,351,"ADA","W_fict_prose","  weirdly chiliastic bombast so typical of a corrupted age, I can force myself to imagine by what tormented mental process an educated and rational man of some sensibility moves from",6.5,5,2,0.869389710203231,0.841485177179189,-0.60311765511875,2,0.999999998496678
322,352,"ADS","W_fict_prose","  this cruel end, just when she was happiest. Wilson could not bear to imagine the horror of such a death. Minnie had written to her about how terrible",6,6,4.5,0.560379479742608,1.45082491650862,0.798689927071058,2,0.999999983503334
323,353,"EA5","W_fict_prose","  hers.' Yes, Fred,' she lied. She had tried to imagine Tommy Allen coming into the bedroom and taking Fred's place, but it had",6,2,6,0.560379479742608,-0.986534040809118,1.63977447638494,2,0.999999992703669
324,354,"B3H","W_biography","  , bestowing a pretty decent one on himself now and then.'' Just imagine him standing by the side of you, with his hands crossed before him in",6.5,2,6.5,0.869389710203231,-0.986534040809118,1.9201359928229,2,0.999999999931706
325,355,"AYX","W_advert","  mailings under separate cover. # British Telecom June 1990 # Dear Mr Heaps, Imagine not having to go into work every day. It's something most of us",6.5,1,2,0.869389710203231,-1.59587378013855,-0.60311765511875,2,0.999999998340936
326,356,"FXR","S_meeting","  something which is relatively short and relatively easy, (SP:PS23A) Mm. (SP:PS23B) because I can imagine, looking at rehearsals, what we need are a few sort of easy things",2,5.5,2,-1.91170236394237,1.14615504684391,-0.60311765511875,1,1
327,357,"CDK","W_misc","  kind of person who is used to daydreaming, try a simple one first. Imagine yourself on holiday; think about where you would be, what you would be",6.5,1.5,5.5,0.869389710203231,-1.29120391047384,1.35941295994698,2,0.999999999652184
328,359,"KBU","S_conv","  someone said erm (pause) you don't have any sisters or something? I would imagine, in my mind, that something's gon na happen to my sisters for",6,2,2,0.560379479742608,-0.986534040809118,-0.60311765511875,2,0.99999994925463
329,360,"EVH","W_biography","  enough water to make the powder paint. 2. Now I want you to imagine you have been digging up the garden, ready for planting. Try and mix",6.5,1.5,5.5,0.869389710203231,-1.29120391047384,1.35941295994698,2,0.999999999652184
330,362,"KRL","S_brdcast_discussn","  in the church smoking his head off. Everybody that comes in -- you can imagine the reaction -- and you ask him not to do it and his language is",5.5,6,2.5,0.251369249281986,1.45082491650862,-0.322756138680788,2,0.999997640585023
331,363,"KN3","S_meeting","  the recommendation four one three erm it says the same standard of service erm I imagine that's the minimum of exceptional level of service, I mean it's sad",2,5,2,-1.91170236394237,0.841485177179189,-0.60311765511875,1,1
332,364,"APM","W_fict_prose","  would now be on their way back, since they had decided (Franca could imagine the little conversation, she thought of it as a' little' conversation)",6,5,2.5,0.560379479742608,0.841485177179189,-0.322756138680788,2,0.999999960582933
333,365,"C9N","W_pop_lore","  control compartment. Describing the Hamer's sound is not easy, but if you imagine a normal bass being played through an octaver then you're getting warm. As",6,2,5,0.560379479742608,-0.986534040809118,1.07905144350902,2,0.999999974367869
334,367,"JYF","W_fict_prose","  from her. Though what Ven had got to feel tense about she could not imagine, as she tossed out any such notion as absurd.' When? Today",6,5,2,0.560379479742608,0.841485177179189,-0.60311765511875,2,0.999999967138727
335,368,"A1J","W_newsp_brdsht_nat_report","  would operate inside the DoE. That could work -- though it is easy to imagine conflicts of interest with the housing and planning functions of the department. More problematic",5.5,2.5,1.5,0.251369249281986,-0.6818641711444,-0.883479171556711,2,0.999996597278714
336,369,"GUU","W_fict_prose","  and partly because Georgina' s the major shareholder in the agency. And I imagine she's not a forgiving woman at the best of times. I' ll",5.5,5.5,2,0.251369249281986,1.14615504684391,-0.60311765511875,2,0.999997736665019
337,370,"H92","W_fict_prose","  .' Why not? This stuffed bird has always been in the room. Imagine it had perception, a memory to retain our follies. oh Lord! --'",6.5,1,3,0.869389710203231,-1.59587378013855,-0.0423946222428265,2,0.999999997987477
338,372,"J52","W_non_ac_nat_science","  a visual world "" pulsed "" at such a high frequency. If we may imagine bat brains as building up an image of the world analogous to our visual images",6,2,5.5,0.560379479742608,-0.986534040809118,1.35941295994698,2,0.999999985416216
340,374,"CHA","W_pop_lore","  this week's promo-treadmill that is Wogan and wonder why Parkinson went to Australia, imagine, if you will, an interview programme with one guest, a shot of",6,3,3,0.560379479742608,-0.377194301479682,-0.0423946222428265,2,0.999999938811001
341,375,"KS8","W_misc","  Sayles teases out very entertainingly through one of the finest scripts of its type. Imagine the very best episode of' Hill Street Blues' inspired with the depth of",6.5,6,2.5,0.869389710203231,1.45082491650862,-0.322756138680788,2,0.999999998588154
342,376,"K1L","W_news_script","  're desperate for help from the public Male speaker If anybody in Milton Keynes can imagine how they'd feel if it was their parents or grandparents. They know how",6,2,2.5,0.560379479742608,-0.986534040809118,-0.322756138680788,2,0.999999937541847
343,377,"HHX","W_hansard","  lorry and its driver'.' Surely it is clear to anyone who might imagine that we are discussing an activity that could legitimately be called' joyriding' --",3,5.5,2,-1.29368190302113,1.14615504684391,-0.60311765511875,1,0.999999999999615
344,378,"ADP","W_biography","  of the degree to which we hear what is there as opposed to what we imagine is there. Karajan is not the first conductor to be affected by this.",6,2,3,0.560379479742608,-0.986534040809118,-0.0423946222428265,2,0.999999932402497
345,379,"ARF","W_non_ac_nat_science","  they too were capable of increasing local concentrations of amines. It was easy to imagine depression as a condition in which the stores of certain amines became exhausted: then",6,2,1.5,0.560379479742608,-0.986534040809118,-0.883479171556711,2,0.999999963746286
346,380,"HGE","W_fict_prose","  to look out of it, at nothing, McAllister suspected. She could only imagine what he must be suffering. Rose had begun to sob gently, not at",6,6.5,2,0.560379479742608,1.75549478617334,-0.60311765511875,2,0.999999978579138
347,381,"AHA","W_newsp_brdsht_nat_arts","  a man canvassing for a seat in Parliament. This mean prostration has, I imagine, contributed in a great measure to raise that spirit of insolence among the vulgar",2,5.5,1,-1.91170236394237,1.14615504684391,-1.16384068799467,1,1
348,382,"FXT","S_brdcast_discussn","  she can't wait to see her son again. (SP:PS23N) Unbelievable. You can imagine the relief, excitement, everything just rolled into one. It was fant-- fantastic",5.5,6,2,0.251369249281986,1.45082491650862,-0.60311765511875,2,0.9999981229476
349,383,"KS7","S_brdcast_discussn","  hidden themselves. (SP:PS6KT) (laugh) yes and everybody not too happy as you can probably imagine erm Peter erm while we were talking to Paul Simpson, in fact Brian Horton",5.5,6,2,0.251369249281986,1.45082491650862,-0.60311765511875,2,0.9999981229476
350,384,"HHB","W_fict_prose","  widened.' Thirty miles! How do they get home? I can't imagine them pushing all the way back against the river.' He laughed.'",6,2.5,5,0.560379479742608,-0.6818641711444,1.07905144350902,2,0.999999975840788
351,385,"CDN","W_fict_prose","  at the Triumph, still parked in front of the house. His mother would imagine some stranger had parked his car there. But the car was his and it",2.5,1.5,5,-1.60269213348175,-1.29120391047384,1.07905144350902,1,1
353,387,"JY3","W_fict_prose","  he pushes around!'' And that's only hearsay! You don't imagine Charles would have asked Guy to help us if he thought he was some kind",1.5,2,2,-2.220712594403,-0.986534040809118,-0.60311765511875,1,1
354,388,"G0X","W_fict_prose","  he'd ever marry.' It was an unlikely match. Lydia tried to imagine a more suitable bride for the dour Hywel and could see only a dim,",6.5,3,4.5,0.869389710203231,-0.377194301479682,0.798689927071058,2,0.999999998985678
355,389,"HDC","W_fict_prose","  women in red and white striped skirts and straw hats with coloured pompoms.' Imagine me in one of those,' she said, and laughter bubbled out in",6,2,7,0.560379479742608,-0.986534040809118,2.20049750926087,2,0.999999998758292
356,390,"K1B","W_news_script","  taken by a convoy of local lorry drivers in March. Male speaker I would imagine conditions will be pretty primative. I've been to most European countries, but",2.5,5,2.5,-1.60269213348175,0.841485177179189,-0.322756138680788,1,1
357,391,"HHX","W_hansard","  whether children smoke is the parental influence. First, it is a mistake to imagine that access to tobacco for children is an entirely discrete subject. Advertising directed at",6,2,1.5,0.560379479742608,-0.986534040809118,-0.883479171556711,2,0.999999963746286
358,392,"HA5","W_fict_prose","  the fairy-tales of Hans Christian Andersen stirring in her mind. It was absurd to imagine that a modern city could still evoke that kind of magic! Moving to the",6.5,1.5,4.5,0.869389710203231,-1.29120391047384,0.798689927071058,2,0.999999998953559
359,393,"CKC","W_fict_prose","  just had a rather intriguing chat with Irene Charial.'' I can well imagine that. Andropulos and company, of course, are now at liberty. How",6,6,2.5,0.560379479742608,1.45082491650862,-0.322756138680788,2,0.999999970157704
360,394,"FAS","W_fict_poetry","  are dead already. In fashionable restaurants, # over the crudits, the healthy imagine a time # when all these careful moments will be dreamed # and dreamed again",6.5,2.5,2.5,0.869389710203231,-0.6818641711444,-0.322756138680788,2,0.999999997915962
361,395,"HNT","W_fict_poetry","  centre to cosmos and chaos. # A bulldozer to these romping stones! # Imagine a high-toned statuary # of minimal symbolic clutter, # with its fine proportions and",6.5,2,5.5,0.869389710203231,-0.986534040809118,1.35941295994698,2,0.999999999653357
362,396,"H8T","W_fict_prose","  it seemed, word for word. The Tyrrell Society comprised, as you might imagine, good and ostentatious patriots. St George's Day was thus red-lettered in our",5.5,5.5,1.5,0.251369249281986,1.14615504684391,-0.883479171556711,2,0.999998423462446
363,397,"J52","W_non_ac_nat_science","  many cases they are vastly higher than the highest note anybody has heard or can imagine. It is fortunate that we can't hear them, incidentally, for they",6,2,1.5,0.560379479742608,-0.986534040809118,-0.883479171556711,2,0.999999963746286
364,398,"J25","W_misc","  elapse before IRELAND'S DARK SECRET would be revealed. # Neolithic stone axe # IMAGINE HOW A CELT FELT WITHOUT GUINNESS # The flamboyant impulsive talkative Celts of Ireland's",6,1.5,1.5,0.560379479742608,-1.29120391047384,-0.883479171556711,2,0.999999963253241
365,399,"C8J","W_misc","  personal commitment and sacrifice which inspired them to attempt this daunting journey with enthusiasm. Imagine how they must have felt in St Peter's Square at the start of their",6.5,5,2,0.869389710203231,0.841485177179189,-0.60311765511875,2,0.999999998496678
366,400,"HJ3","W_newsp_other_report","  they had no option but to call on a back-up team of stopwatch timekeepers. Imagine the look of surprise on some faces, however, when the times for three",6,6,6,0.560379479742608,1.45082491650862,1.63977447638494,2,0.999999997259174
367,401,"CA5","W_non_ac_soc_science","  a country cottage, then picture the cottage as vividly as you can. Perhaps imagine yourself in a cosy armchair, gazing into a log fire, stroking the cat",6.5,2,7,0.869389710203231,-0.986534040809118,2.20049750926087,2,0.999999999975005
369,404,"H8C","W_non_ac_humanities_arts","  deal more than the courtly and rather ineffective rituals which some historians have tended to imagine. Eighteenth-century navies fluctuated in size and efficiency more, and more rapidly, than",6,4.5,2.5,0.560379479742608,0.536815307514471,-0.322756138680788,2,0.999999955746804
370,405,"K5M","W_newsp_other_report","  course, and of its form, would come later. It is hard to imagine how the matter could have been handled less adeptly. The opposition will portray it",6,2.5,2,0.560379479742608,-0.6818641711444,-0.60311765511875,2,0.999999950921953
371,406,"HU9","W_religion","  our Church all communication was through the written or spoken word. If you could imagine yourself being without the radio, T. V., or telephone then you just might",6,2,2.5,0.560379479742608,-0.986534040809118,-0.322756138680788,2,0.999999937541847
372,407,"AD9","W_fict_prose","  n't think it would be... like this.'' Then I can't imagine how you did think it would be. Seemed pretty straightforward from the specifications.",5.5,3,2,0.251369249281986,-0.377194301479682,-0.60311765511875,2,0.999995434863898
373,408,"HNJ","W_fict_prose","  said it was fun to see the way they reacted to her. I could imagine her in her sexiest dress and her most alluring perfume, cooking pasta the way",6.5,2.5,7,0.869389710203231,-0.6818641711444,2.20049750926087,2,0.999999999975789
374,409,"KRG","S_brdcast_discussn","  on the British Council circuit. Do you think that still happens? (SP:PS5SA) I imagine it must do, yes. It's an absolutely fascinating thing to do,",2,6,1.5,-1.91170236394237,1.45082491650862,-0.883479171556711,1,1
375,410,"ACL","W_religion","  to be superior to being a cleaner. Never again will they be sentimental and imagine that being a cleaner is superior to being an administrator. Both functions make different",2.5,3,1.5,-1.60269213348175,-0.377194301479682,-0.883479171556711,1,1
376,411,"G12","W_fict_prose","  her the line of tiny red marks. Jannie stared at them, trying to imagine the scene -- Bob, retreating backwards round the room, and Mrs. Mounce,",6.5,5,5.5,0.869389710203231,0.841485177179189,1.35941295994698,2,0.999999999755228
377,412,"CKC","W_fict_prose","  . The only deterioration possible, Captain, is one I don't care to imagine.'' Indeed. I shall be sadly missed in the Mountains of Mourne",6,6,2,0.560379479742608,1.45082491650862,-0.60311765511875,2,0.999999974906385
379,414,"FBM","W_pop_lore","  , as they say, off the top of my own head -- I can imagine, even if I can't paint, these prototypically Magrittian images: a revolver",6,2,7,0.560379479742608,-0.986534040809118,2.20049750926087,2,0.999999998758292
380,415,"CFS","W_advert","  dramatic finials echoing the original features of this Norfolk rectory, it's difficult to imagine the conservatory wasn't built by the same Victorian craftsmen. # BROCHURE AND DESIGN",2.5,2.5,2.5,-1.60269213348175,-0.6818641711444,-0.322756138680788,1,1
381,416,"FMN","S_pub_debate","  left the erm additional two pages which makes these (pause) er submissions. I would imagine that the er parties on my left have had a chance to read and consider",2.5,5,1.5,-1.60269213348175,0.841485177179189,-0.883479171556711,1,1
383,418,"HHV","W_hansard","  Kline Beecham? Mr. Lilley I am happy to welcome that investment, and I imagine that it owes much to the climate and environment that the Government have created and",2,5.5,1,-1.91170236394237,1.14615504684391,-1.16384068799467,1,1
384,419,"A0L","W_fict_prose","  And?'' And? What do you mean,' and'? Imagine Sandy just saying one morning, oh, by the way, babes. I",6,1.5,3,0.560379479742608,-1.29120391047384,-0.0423946222428265,2,0.999999930594548
385,420,"HGS","W_fict_prose","  regions. When he got there, he pulled an enormous bell-mouthed gun -- I imagine it was a blunder-buss -- from his belt and levelled it at the monster.",2,5,3,-1.91170236394237,0.841485177179189,-0.0423946222428265,1,1
386,421,"HWH","W_commerce","  variable lags, so that it assumes too much expertise on behalf of politicians to imagine they can time expansive monetary policy to their advantage. In this respect politicians apparently",4,2.5,1.5,-0.675661442099883,-0.6818641711444,-0.883479171556711,1,0.999881096905227
387,422,"H8J","W_fict_prose","  to put up a brave pretence of not interfering with his work. You can imagine how that makes me feel,' he said bitterly.' I'm supposedly",6.5,6,2,0.869389710203231,1.45082491650862,-0.60311765511875,2,0.999999998745191
388,423,"ALV","W_non_ac_nat_science","  science -- it would simply take too long to formulate a question and answer. Imagine for example the stunning impact of' pass the sugar' in proper chemistry,",6,6,1.5,0.560379479742608,1.45082491650862,-0.883479171556711,2,0.999999981445766
389,424,"H0F","W_fict_prose","  was you he loved. But I know how you must feel. I can imagine it. I'm sorry I said all those things. You're not old",6,5.5,1.5,0.560379479742608,1.14615504684391,-0.883479171556711,2,0.999999978692784
390,425,"ABD","W_pop_lore","  he would be authorised to visit Baghdad on its behalf. It is hard to imagine the countdown to war continuing without an intensification of diplomacy. Yet getting talks started",6.5,2.5,1.5,0.869389710203231,-0.6818641711444,-0.883479171556711,2,0.99999999863693
391,426,"CAH","W_non_ac_polit_law_edu","  characters in the work as well as the creative imagination of the author. To imagine or write otherwise, to situate black people throughout the pages and scenes of a",6,2,3,0.560379479742608,-0.986534040809118,-0.0423946222428265,2,0.999999932402497
